Title,Author,Year,Month,IsReport,URL,Tags
Truth Will Emerge Victorious,John H. Vandenberg,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/truth-will-emerge-victorious,["scriptures"+"testimony"+"prophecy"]
Why Is My Boy Wandering Tonight?,N. Eldon Tanner,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/why-is-my-boy-wandering-tonight,["temptation"+"sin"]
The Blessings of Peace,Franklin D. Richards,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-blessings-of-peace,["peace"]
The Beatitudes,O. Leslie Stone,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-beatitudes,["teaching"]
The Sustaining of Church Officers,N. Eldon Tanner,1974,10,T,https://www.churchofjesuschrist.org/study/general-conference/1974/10/media/session_3_talk_1/1445476678001,[]
Is There Not a Cause?,Victor L. Brown,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/is-there-not-a-cause,["youth"+"honesty"+"spirituality"]
My Personal Hall of Fame,Thomas S. Monson,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/my-personal-hall-of-fame,["excellence"+"leadership"]
Making Conferences Turning Points in Our Lives,J. Thomas Fyans,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/making-conferences-turning-points-in-our-lives,["spirituality"]
Integrity,Marion G. Romney,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/integrity,["honesty"]
A City Set Upon a Hill,Gordon B. Hinckley,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/a-city-set-upon-a-hill,["example"+"standards"]
Gifts of the Spirit,James A. Cullimore,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/gifts-of-the-spirit,["healing"+"spirituality"]
To Know God,Howard W. Hunter,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/to-know-god,["faith"]
A New Aristocracy,James E. Faust,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/a-new-aristocracy,["youth"+"example"+"morality"]
The Most Vital Information,Robert L. Simpson,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-most-vital-information,["example"]
The Law of the Fast,Henry D. Taylor,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-law-of-the-fast,["fasting"+"welfare"]
Good Habits Develop Good Character,Delbert L. Stapley,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/good-habits-develop-good-character,["character"+"habits"]
Eternal Togetherness,Mark E. Petersen,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/eternal-togetherness,["marriage"+"plan of salvation"]
We Need to Continue in Righteousness,Rex D. Pinegar,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/we-need-to-continue-in-righteousness,["commitment"+"endurance"]
“When Thou Art Converted+ Strengthen Thy Brethren”,L. Tom Perry,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/when-thou-art-converted-strengthen-thy-brethren,["commitment"+"conversion"]
The Savior’s Program for the Care of the Aged,Vaughn J. Featherstone,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-saviors-program-for-the-care-of-the-aged,["welfare"+"elderly"]
Power Over Satan,ElRay L. Christiansen,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/power-over-satan,["satan"+"sin"+"morality"]
Do Not Procrastinate!,Eldred G. Smith,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/do-not-procrastinate,["family history"+"temple work"]
Your Mission Preparation,A. Theodore Tuttle,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/your-mission-preparation,["preparation"+"missionary work"]
The Divine Power of Repentance,Bernard P. Brockbank,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/the-divine-power-of-repentance,["repentance"]
Our Responsibility to the Transgressor,N. Eldon Tanner,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/our-responsibility-to-the-transgressor,["worthiness"+"sin"]
Transfusion,Sterling W. Sill,1974,10,F,https://www.churchofjesuschrist.org/study/general-conference/1974/10/transfusion,["leadership"+"friendship"+"spirituality"]
A Question of Free Agency,Robert D. Hales,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/a-question-of-free-agency,["testimony"]
We Need Men of Courage,Marion G. Romney,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/we-need-men-of-courage,["courage"]
The Way Home,Thomas S. Monson,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-way-home,["truth"+"apostasy"]
The Laws of God Are Blessings,ElRay L. Christiansen,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-laws-of-god-are-blessings,["obedience"+"laws"+"commandments"]
Scouters:Lead Them to a Mission,S. Dilworth Young,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/scouters-lead-them-to-a-mission,["preparation"+"missionary work"+"scouting"]
The Book of Mormon Is the Word of God,Ezra Taft Benson,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-book-of-mormon-is-the-word-of-god,["repentance"+"book of mormon"]
Easter Thoughts,Marion G. Romney,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/easter-thoughts,["resurrection"+"atonement"]
One Lord+ One Faith+ One Baptism,LeGrand Richards,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/one-lord-one-faith-one-baptism,["missionary work"+"apostasy"+"restoration"]
Trust in the Lord,Marion D. Hanks,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/trust-in-the-lord,["adversity"+"faith"]
The Man of Christ,Neal A. Maxwell,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-man-of-christ,["christianity"+"discipleship"]
Why Do We Continue to Tolerate Sin?,Spencer W. Kimball,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/why-do-we-continue-to-tolerate-sin,["repentance"+"morality"]
Using Our Free Agency,Delbert L. Stapley,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/using-our-free-agency,["agency"]
An Appeal to Prospective Elders,Boyd K. Packer,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/an-appeal-to-prospective-elders,["activation"+"priesthood"+"conversion"]
Obedience+ Consecration+ and Sacrifice,Bruce R. McConkie,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/obedience-consecration-and-sacrifice,["obedience"+"sacrifice"+"consecration"]
The Message of Easter,Franklin D. Richards,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-message-of-easter,["jesus christ"]
Testimony,O. Leslie Stone,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/testimony,["testimony"]
Make Haste to Obey,J. Thomas Fyans,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/make-haste-to-obey,["scriptures"+"truth"]
Help for Parents,H. Burke Peterson,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/help-for-parents,["scriptures"+"family"]
My Mother Gained a Better Son,Adney Y. Komatsu,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/my-mother-gained-a-better-son,["testimony"]
A Time for Every Purpose,Paul H. Dunn,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/a-time-for-every-purpose,["marriage"+"youth"+"preparation"+"missionary work"]
The Symbol of Christ,Gordon B. Hinckley,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-symbol-of-christ,["spirituality"+"jesus christ"+"resurrection"+"atonement"]
Salvation for the Dead—A Missionary Activity,Theodore M. Burton,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/salvation-for-the-dead-a-missionary-activity,["family history"+"temple work"+"family"+"priesthood"]
Feed the Flock,David B. Haight,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/feed-the-flock,["service"+"military"]
Success Is Gauged by Sel,N. Eldon Tanner,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/success-is-gauged-by-self-mastery,["self-control"]
A Tribute,L. Tom Perry,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/a-tribute,["service"+"compassion"]
To Bear the Priesthood Worthily,Spencer W. Kimball,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/to-bear-the-priesthood-worthily,["youth"+"repentance"+"judging"]
Birth,Sterling W. Sill,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/birth,["plan of salvation"]
The People Who Influence Us,William Grant Bangerter,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-people-who-influence-us,["testimony"]
Statistical Report 1974,Francis M. Gibbons,1975,04,T,https://www.churchofjesuschrist.org/study/general-conference/1975/04/media/session_2_talk_1/1795404136001,[]
The Sustaining of Church Officers,N. Eldon Tanner,1975,04,T,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-sustaining-of-church-officers,[]
Faithful Laborers,Loren C. Dunn,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/faithful-laborers,["missionary work"]
A Time to Prepare,William H. Bennett,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/a-time-to-prepare,["preparation"+"plan of salvation"+"scouting"]
Church Auditing Committee Report,Wilford G. Edling,1975,04,T,https://www.churchofjesuschrist.org/study/general-conference/1975/04/media/session_2_talk_2/1795404137001,[]
Christ in America,N. Eldon Tanner,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/christ-in-america,["repentance"+"jesus christ"+"book of mormon"]
“Why Call Me Lord+ Lord+ and Do Not the Things Which I Say?”,Spencer W. Kimball,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/why-call-me-lord-lord-and-do-not-the-things-which-i-say,["marriage"+"honesty"+"word of wisdom"+"resurrection"+"abortion"]
Faith—The First Step,Howard W. Hunter,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/faith-the-first-step,["faith"]
Come Drink the Living Water,A. Theodore Tuttle,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/come-drink-the-living-water,["activation"+"blessings"]
The Sanctity of Life,James E. Faust,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-sanctity-of-life,["abortion"]
The Sabbath Day,Mark E. Petersen,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-sabbath-day,["obedience"+"sabbath"]
The Roots of Mormonism,Hartman Rector+ Jr.,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-roots-of-mormonism,["church doctrine"]
Today Millions Are Waiting,Bernard P. Brockbank,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/today-millions-are-waiting,["last days"+"missionary work"]
Anchored in Testimony,Joseph B. Wirthlin,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/anchored-in-testimony,["testimony"]
The Time Is Now,Marvin J. Ashton,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-time-is-now,["time management"]
The Road to Happiness,Joseph Anderson,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/the-road-to-happiness,["joy"]
A Self-Inflicted Purging,Vaughn J. Featherstone,1975,04,F,https://www.churchofjesuschrist.org/study/general-conference/1975/04/a-self-inflicted-purging,["morality"]
Welfare Services,Marion G. Romney,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/welfare-services,["welfare"]
Prophets and Prophecy,LeGrand Richards,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/prophets-and-prophecy,["prophets"+"prophecy"]
An Overview of Church Welfare Services,Victor L. Brown,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/an-overview-of-church-welfare-services,["welfare"+"self-reliance"]
My Gratitude,Charles A. Didier,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/my-gratitude,["gratitude"]
The Importance of Reputation,O. Leslie Stone,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-importance-of-reputation,["character"]
Family Home Evening,James A. Cullimore,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/family-home-evening,["family home evening"]
Spoken from Their Hearts,Spencer W. Kimball,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/spoken-from-their-hearts,["general conference"]
The Laws of God,N. Eldon Tanner,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-laws-of-god,["obedience"+"laws"]
America’s Destiny,Marion G. Romney,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/americas-destiny,["last days"+"prophecy"]
“Why Can’t We?”,David B. Haight,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/why-can-t-we,["activation"+"priesthood"]
There Is Still Much to Do,Spencer W. Kimball,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/there-is-still-much-to-do,["welfare"]
Prepare for Honorable Employment,Howard W. Hunter,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/prepare-for-honorable-employment,["employment"]
“Oh Beautiful for Patriot Dream”,Paul H. Dunn,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/oh-beautiful-for-patriot-dream,["patriotism"+"restoration"]
But Watchman+ What of the Night?,Vaughn J. Featherstone,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/but-watchman-what-of-the-night,["freedom"+"patriotism"]
According to the Covenants,Marion G. Romney,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/according-to-the-covenants,["covenants"+"priesthood"+"conversion"]
To Cleanse Our Souls,John H. Vandenberg,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/to-cleanse-our-souls,["repentance"+"morality"]
Love Takes Time,Marvin J. Ashton,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/love-takes-time,["love"+"time management"]
A Prophet’s Faith,A. Theodore Tuttle,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/a-prophets-faith,["missionary work"+"faith"]
The Vision of the Aaronic Priesthood,Victor L. Brown,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-vision-of-the-aaronic-priesthood,["service"+"sacrifice"+"priesthood"]
Once or Twice in a Thousand Years,Bruce R. McConkie,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/once-or-twice-in-a-thousand-years,["joseph smith"+"apostasy"+"restoration"]
The Privilege of Holding the Priesthood,Spencer W. Kimball,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-privilege-of-holding-the-priesthood,["articles of faith"+"priesthood"]
The Language of the Spirit,Joseph B. Wirthlin,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-language-of-the-spirit,["missionary work"+"spirituality"]
Opposing Evil,Gordon B. Hinckley,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/opposing-evil,["youth"+"repentance"+"evil"+"standards"]
We Are Sent for the Last Time,William R. Bradford,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/we-are-sent-for-the-last-time,["missionary work"]
Relief Society’s Role in Welfare Services,Barbara B. Smith,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/relief-societys-role-in-welfare-services,["relief society"+"welfare"]
The Sustaining of Church Officers,N. Eldon Tanner,1975,10,T,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-sustaining-of-church-officers,[]
The Developing Welfare Services Department*,Vaughn J. Featherstone,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-developing-welfare-services-department,["welfare"]
Family Research,Eldred G. Smith,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/family-research,["family history"+"temple work"]
A Call to Arms,Rex D. Pinegar,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/a-call-to-arms,["sacrifice"+"missionary work"]
For the Time Will Come When They Will Not Endure Sound Doctrine,L. Tom Perry,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/for-the-time-will-come-when-they-will-not-endure-sound-doctrine,["government"+"marriage"+"false doctrines"]
The Time to Labor Is Now,Spencer W. Kimball,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-time-to-labor-is-now,["family"+"missionary work"+"morality"+"work"+"abortion"+"loyalty"]
The Keys of the Kingdom,James E. Faust,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-keys-of-the-kingdom,["temples"+"church growth"]
For They Loved the Praise of Men More Than the Praise of God,N. Eldon Tanner,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/for-they-loved-the-praise-of-men-more-than-the-praise-of-god,["courage"+"obedience"+"worldliness"]
You+ Too+ Must Know,Marion D. Hanks,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/you-too-must-know,["youth"+"fatherhood"]
My Heritage Is Choice,George P. Lee,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/my-heritage-is-choice,["jesus christ"+"native americans"]
To Make a People Prepared for the Lord,Delbert L. Stapley,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/to-make-a-people-prepared-for-the-lord,["jesus christ"+"last days"+"prophecy"]
Immanuel:God With Us,Henry D. Taylor,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/immanuel-god-with-us,["missionary work"+"spirituality"]
The Redemption of the Dead,Boyd K. Packer,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-redemption-of-the-dead,["temple work"+"ordinances"]
“Hear Ye Him!”,Mark E. Petersen,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/hear-ye-him,["church growth"+"restoration"]
We Can’t Do It Alone,Robert D. Hales,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/we-can-t-do-it-alone,["service"+"love"]
The Power of the Priesthood,William Grant Bangerter,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-power-of-the-priesthood,["priesthood"+"fellowshipping"]
The Faith of a Child,Thomas S. Monson,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-faith-of-a-child,["children"+"faith"]
A Message to the World,Ezra Taft Benson,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/a-message-to-the-world,["repentance"+"commandments"+"restoration"]
The World’s Greatest Need,Hartman Rector+ Jr.,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-worlds-greatest-need,["government"+"prophets"+"word of wisdom"+"family"+"work"]
Let All Thy Doings Be unto the Lord,Gene R. Cook,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/let-all-thy-doings-be-unto-the-lord,["missionary work"]
The Welfare Production-Distribution Department,H. Burke Peterson,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-welfare-production-distribution-department,["welfare"]
Covenants and Blessings,William H. Bennett,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/covenants-and-blessings,["covenants"+"blessings"]
Faith and Works in the Far East,Adney Y. Komatsu,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/faith-and-works-in-the-far-east,["church growth"]
The Tabernacle,Howard W. Hunter,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/the-tabernacle,["temple square"]
Do It,Robert L. Simpson,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/do-it,["obedience"+"work"+"spirituality"]
Success Stories,Sterling W. Sill,1975,10,F,https://www.churchofjesuschrist.org/study/general-conference/1975/10/success-stories,["success"]
The Message of Elijah,Mark E. Petersen,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-message-of-elijah,["family history"+"temple work"]
“An Honest Man—God’s Noblest Work”,Gordon B. Hinckley,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/an-honest-man-gods-noblest-work,["truth"+"honesty"]
Priesthood — Authority and Power,H. Burke Peterson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/priesthood-authority-and-power,["authority"+"family"+"priesthood"+"women"]
The Lamanites Must Rise in Majesty and Power,J. Thomas Fyans,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-lamanites-must-rise-in-majesty-and-power,["house of israel"+"native americans"]
Who Is Jesus?,Eldred G. Smith,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/who-is-jesus,["jesus christ"]
“The Leaves Are Commencing to Show on the Fig Tree”,Bernard P. Brockbank,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-leaves-are-commencing-to-show-on-the-fig-tree,["jesus christ"+"last days"]
Value of the Holy Scriptures,LeGrand Richards,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/value-of-the-holy-scriptures,["scriptures"+"restoration"+"prophecy"]
Easter Thoughts,Delbert L. Stapley,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/easter-thoughts,["jesus christ"+"holy ghost"+"god the father"]
“Jesus of Nazareth+ Savior and King”,Neal A. Maxwell,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/jesus-of-nazareth-savior-and-king,["jesus christ"+"example"+"resurrection"+"testimony"+"atonement"]
The Book of Mormon,James A. Cullimore,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-book-of-mormon,["book of mormon"]
The Church Employment System,H. Burke Peterson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-church-employment-system,["welfare"+"employment"]
“There Am I in the Midst of Them”,Joseph B. Wirthlin,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/there-am-i-in-the-midst-of-them,["obedience"+"jesus christ"]
Church Finance Committee Report,Wilford G. Edling,1976,04,T,https://www.churchofjesuschrist.org/study/general-conference/1976/04/media/session_2_talk_2/1510651795001,[]
Family Communications,Marvin J. Ashton,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/family-communications,["communication"+"love"+"family"]
The Value of People,Charles A. Didier,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-value-of-people,["individual worth"+"sacrifice"+"commandments"+"agency"]
Are We Following Christ’s Pattern?,William R. Bradford,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/are-we-following-christs-pattern,["jesus christ"+"example"]
The Blessing of Building a Temple,Adney Y. Komatsu,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-blessing-of-building-a-temple,["temples"+"missionary work"]
You Are Your Greatest Treasure,John H. Vandenberg,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/you-are-your-greatest-treasure,["individual worth"+"plan of salvation"+"holy ghost"]
The Church and the Family in Welfare Services,Victor L. Brown,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-church-and-the-family-in-welfare-services,["welfare"+"family"+"self-reliance"]
That We May Be One,Howard W. Hunter,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/that-we-may-be-one,["church leaders"+"unity"]
Food Storage,Vaughn J. Featherstone,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/food-storage,["self-reliance"]
The Stone Cut without Hands,Spencer W. Kimball,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-stone-cut-without-hands,["financial management"+"work"+"church growth"+"restoration"]
Learn Obedience and Service,Russell Ballard+ Jr.,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/learn-obedience-and-service,["church callings"]
Joseph Smith—The Mighty Prophet of the Restoration,Bruce R. McConkie,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/joseph-smith-the-mighty-prophet-of-the-restoration,["joseph smith"]
“As a Man Soweth”,L. Tom Perry,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/as-a-man-soweth,["obedience"+"values"+"laws"+"commandments"]
These Four Things,Robert L. Simpson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/these-four-things,["service"+"family history"+"jesus christ"+"missionary work"]
Statistical Report 1975,Francis M. Gibbons,1976,04,T,https://www.churchofjesuschrist.org/study/general-conference/1976/04/media/session_2_talk_1/1510651794001,[]
The Still Small Voice,S. Dilworth Young,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-still-small-voice,["holy ghost"+"commandments"+"spirituality"]
He Is the Son of God,David B. Haight,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/he-is-the-son-of-god,["jesus christ"+"quorum of the twelve apostles"]
The Matter of Personal Testimony,Joseph Anderson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-matter-of-personal-testimony,["testimony"+"spirituality"]
Seeking Eternal Riches,Spencer W. Kimball,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/seeking-eternal-riches,["prophets"+"truth"+"values"+"family"]
Shout It from the Rooftops,Jacob de Jager,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/shout-it-from-the-rooftops,["preparation"+"missionary work"]
Are You Taking Your Priesthood for Granted?,N. Eldon Tanner,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/are-you-taking-your-priesthood-for-granted,["covenants"+"standards"+"priesthood"]
Are You a Member Missionary?,Gene R. Cook,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/are-you-a-member-missionary,["missionary work"]
The Sustaining of Church Officers,N. Eldon Tanner,1976,04,T,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-sustaining-of-church-officers,[]
On Accepting the Call,John H. Groberg,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/on-accepting-the-call,["gratitude"]
Relationships,William Grant Bangerter,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/relationships,["family history"]
“But They Were in One”,George P. Lee,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/but-they-were-in-one,["love"+"unity"]
The Constitution—A Glorious Standard,Ezra Taft Benson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-constitution-a-glorious-standard,["u.s. constitution"]
Church Welfare Services’ Basic Principles,Marion G. Romney,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/church-welfare-services-basic-principles,["welfare"+"love"+"work"]
The Way of Life,Marion G. Romney,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/the-way-of-life,["plan of salvation"+"commandments"]
If They Will But Serve the God of the Land,N. Eldon Tanner,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/if-they-will-but-serve-the-god-of-the-land,["u.s. constitution"+"commandments"+"prophecy"]
Hopeless Dawn—Joyful Morning,Thomas S. Monson,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/hopeless-dawn-joyful-morning,["death"+"hope"+"resurrection"]
“Seek Not for Riches But for Wisdom”,Franklin D. Richards,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/seek-not-for-riches-but-for-wisdom,["wealth"+"activation"+"wisdom"+"family"]
Boys Need Heroes Close By,Spencer W. Kimball,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/boys-need-heroes-close-by,["example"+"priesthood"+"fatherhood"+"heroes"]
A Living Prophet,Loren C. Dunn,1976,04,F,https://www.churchofjesuschrist.org/study/general-conference/1976/04/a-living-prophet,["prophets"+"missionary work"]
